acceptedName_TNRS	acceptedSpecies_TNRS	treeName	acronym	acronym.v2	synonyms	commonName	origName_MOR	MOR_canidList	origName_PMN	PMN_canidList	origName_match	Annot	AnnotBy	AnnotDate	Family	primarySource	secondarySource	seedMass	LDMC	SLA	LNC	LCC	LPC	SDMC	circularity	flowerHeight	vegetativeHeight	leafLength	leafThickness	leafWidth	petioleLength	lifeCycle	lifeCycleCoded	Lifeform	dispersalMode	pollinationMode	bloomSeason	floweringStart	floweringStartcoded	floweringEnd	floweringPeriod	photosyntheticPathway	flowerColor	flowerStructure	fruit	inflorescence	rootTypes	adventitious	primary	bulbs	corms	fibrous	rhizomes	stolons	tubers	sex	commonness	habit	habitClean	woody	nFixer	wis_IL	wis_MN	WI_Good2C_Min	WI_Good2C_Max	WI_Mean2C	Kew_Jan2014_2C	Kew_Jun2015_2C	genome_Use	atFermi	atSchulenberg	Adapt_CoarseSoils	Adapt_FineSoils	Adapt_MediumSoils	FireResistant	FireTolerance	FloweringSeason	FruitSeed_Begin	FruitSeed_End	FruitSeed_Persistence	GerminationEfficiency	GrowthForm	LeafArea	LeafDryMass_CompoundLft	LeafPhenology	LeafRetention	LeafType	FunctType_Biome_BGC1	FunctType_Biome_BGC2	FunctType_LPJ_DGVM1	FunctType_LPJ_DGVM2	FunctType_Sheffield_DGVM1	FunctType_Sheffield_DGVM2	FunctType_Sheffield_DGVM3	Lifespan	marlinV12	PIZZO_Code	pizzo.seed	pizzo.plug
Symphyotrichum cordifolium	Symphyotrichum cordifolium	Symphyotrichum cordifolium		0	"Aster sagittifolius, Aster cordifolius"	Arrow-Leaved Aster		Include	Aster cordifolius			"0, woodland and prairie, listed as prairie sp in ILPIN"	MCG	11/18/2015	Asteraceae	UW		0.112	277	335				397	0.41	61.25	58.08	7.21	0.21	2.62	19.27	P	3	geophytes	Wind	Biotic Unspecialized	Autumnal	August	8	October	3	C3	blue;violet;white	complete;incomplete;regular;irregular	achene	panicle;head	adventitious;fibrous;rhizomes	1	0	0	0	1	1	0	0	perfect;unisexual;monoecious	occasional	F	F	H	0	UPL		3.3					3.3	N																										seq	Orange	1	
Symphyotrichum ericoides	Symphyotrichum ericoides	Symphyotrichum ericoides	symeri	symeri	Aster ericoides	White Heath American-Aster	Symphyotrichum ericoides	Include	Aster ericoides	Include	0	0			Asteraceae	UW		0.74	35.6	125.9	1.83	42.48		517.7	0.35	55.2	55.2	1.41	0.37	0.2		P	3	hemicryptophytes	Wind	Biotic Unspecialized	Autumnal	August	8	October	3	C3	white	complete;regular;irregular	achene	panicle;head	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect;unisexual;monoecious	occasional	F	F	H	0	FACU	FACU	2.2	4.4	2.3			2.3	Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	1	1	0	seq	Green	1	1
Symphyotrichum firmum	Symphyotrichum firmum	Symphyotrichum firmum		0	Aster firmus				Aster firmus			wetland specialist	MG	6/17/2015	Asteraceae																	P																Y										F	F	H	0	OBL	OBL							N																												#N/A	#N/A
Symphyotrichum laeve	Symphyotrichum laeve	Symphyotrichum laeve	symlae	symlae	Aster laevis	Smooth Blue American-Aster	Symphyotrichum laeve	Include	Aster laevis	Include	0	0			Asteraceae	UW		0.2853	31.4	148.1	1.63	42.84	0.24	46.1	0.37	86.48	80.84	7.58	0.3	1.77		P	3	hemicryptophytes	Wind	Biotic Unspecialized	Autumnal	August	8	October	3	C3	blue;violet;white	complete;incomplete;regular;irregular	achene	head	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect;unisexual;monoecious	common	F	F	H	0	FACU	FACU	4.6					4.6	Y		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	** SPLICE **	Green	1	1
Symphyotrichum lanceolatum	Symphyotrichum lanceolatum	Symphyotrichum lanceolatum	symlan	symlan	"Aster lanceolatus, Aster paniculatus, Aster simplex"	White Panicled American-Aster		Include	Aster lanceolatus	Include		"0, found in wide range of habitats per IL wildf"	MCG	9/24/2015	Asteraceae			0.221	284.3	197.7	2.49											P	3		Wind	Biotic Unspecialized	Autumnal	August	8	October	3	C3	blue;violet;white	complete;incomplete;regular;irregular	achene	head	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect;unisexual;monoecious	common	F	F	H	0	FAC	FACW							N	N																									** SPLICE **	Yellow	1	
Symphyotrichum lateriflorum	Symphyotrichum lateriflorum	Symphyotrichum lateriflorum		0	Aster lateriflorus	Side-Flowering Aster			Aster lateriflorus			woodland species	"EE & RK, MG"	6/17/2015	Asteraceae	UW		0.1183	224	378	3.11	43.38		368	0.29		83.33	6.98	0.16	1.4	1.64	P		geophytes	Wind	Biotic Unspecialized	Autumnal	August		October	3							Y													0	FACW	FAC	2.9					2.9	N																										seq		#N/A	#N/A
Symphyotrichum novae-angliae	Symphyotrichum novae-angliae	Symphyotrichum novae-angliae	symnov	symnov	Aster novae-angliae	New England American-Aster	Symphyotrichum novae-angliae	Include	Aster novae-angliae	Include	0	"0, FACW"	"EE & RK, MG"	6/17/2015	Asteraceae	UW		0.1614	294.2	198.4	1.5	41.61		496.4	0.37	108.96	108.65	5.44	0.3	1.1		P	3	hemicryptophytes	Wind	Biotic Unspecialized	Autumnal	August	8	October	3	C3	blue;violet;white;others	complete;incomplete;regular;irregular	achene	head	adventitious;fibrous;rhizomes	1	0	0	0	1	1	0	0	perfect;unisexual;monoecious	common	F	F	H	0	FACW	FACW	2.8	2.8	2.8			2.8	Y		0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	1	1	1	1	1	1	0	seq	Green	1	1
Symphyotrichum oblongifolium	Symphyotrichum oblongifolium	Symphyotrichum oblongifolium	symobl	symobl	Aster oblongifolius	Aromatic Aster	Symphyotrichum oblongifolium	Include	Aster oblongifolius	Include	0	0			Asteraceae																	P	3		Wind	Biotic Unspecialized	Autumnal	August	8	October	3	C3	blue;violet	complete;incomplete;regular;irregular	achene	head	adventitious;fibrous;rhizomes	1	0	0	0	1	1	0	0	perfect;unisexual;monoecious	uncommon	F	F	H	0	UPL	UPL	7					7	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	seq	Green	1	1
Symphyotrichum oolentangiense	Symphyotrichum oolentangiense	Symphyotrichum oolentangiense	symool	symool	"Aster azureus, Aster oolentangiensis"	Azure Aster	Symphyotrichum oolentangiense	Include	Aster oolentangiense	Include	0	0			Asteraceae	UW		0.23	286.6	118.6	2.21	43.67		459.4	0.26	76.11	68.37	8.14	0.44	1.09	14.08	P	3	hemicryptophytes	Wind	Biotic Unspecialized	Autumnal	August	8	October	3	C3	blue;others	complete;incomplete;regular;irregular	achene	panicle;head	adventitious;fibrous;rhizomes	1	0	0	0	1	1	0	0	perfect;unisexual;monoecious	occasional	F/SS	F	H	0	UPL	UPL	3.2	3.3	3.3			3.3	Y																										** SPLICE **	Green	1	1
Symphyotrichum pilosum	Symphyotrichum pilosum	Symphyotrichum pilosum	sympil	sympil	Aster pilosus	White Oldfield American-Aster	Symphyotrichum pilosum	Include	Aster pilosus	Include	0	0			Asteraceae																	P	3		Animal		Autumnal	August	8	October	3	C3	violet;white;others	complete;regular;irregular	achene	head	adventitious;fibrous	1	0	0	0	1	0	0	0	perfect;unisexual;monoecious	common	F	F	H	0	FACU	FACU	3.5					3.5	Y	Y																									** SPLICE **	Yellow	1	
Symphyotrichum praealtum	Symphyotrichum praealtum	Symphyotrichum praealtum		0	Aster praealtus	Willow-Leaf American-Aster	Symphyotrichum praealtum		Aster praealtus		0	wetland specialist	"EE & RK, MG, MCG"	6/17/2015	Asteraceae																	P																Y										F	F	H	0	FACW	FACW							Y																										** SPLICE **		#N/A	#N/A
Symphyotrichum prenanthoides	Symphyotrichum prenanthoides	Symphyotrichum prenanthoides		0	Aster prenanthoides	Crooked-Stem American-Aster		Include	Aster prenanthoides			"0, rare"	MCG	7/16/2015	Asteraceae	TRY		0.33														P	3		Animal		Autumnal	August	8	September	2	C3	blue;violet;white	complete;incomplete;regular;irregular	achene	head	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect;unisexual;monoecious	rare	F	F	H	0	FAC	FAC	2					2	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	** SPLICE **	Yellow	1	
Symphyotrichum puniceum	Symphyotrichum puniceum	Symphyotrichum puniceum		0	Aster puniceus	Purple-Stem American-Aster	Symphyotrichum puniceum		Aster puniceus		0	Wetland specialist	MG	6/17/2015	Asteraceae			0.1496	302.7	208.5	2.51						71.42					P										C3						Y										F	F	H	0	OBL	OBL	1.8					1.8	N		0	0	0	0	0	0	0	0	0	1	0	5	5	0	0	0	0	0	0	0	0	0	0	0	seq		#N/A	#N/A
Symphyotrichum sericeum	Symphyotrichum sericeum	Symphyotrichum sericeum	symser	symser	Aster sericeus	Silky Aster		Include	Aster sericeus	Include		"0, keep but marginal, sand and gravel specialist, was listed as Noticastrum sericeum changed to S. sericeum"	MCG	9/23/2015	Asteraceae	UW		0.1782	387.1	104.6	1.86	43.18	0.32	574.2	0.53	43.78	43.52	2.09	0.36	0.6		P	3	hemicryptophytes	Wind	Biotic Unspecialized	Autumnal	August	8	October	3	C3	violet;white;others	complete;incomplete;regular;irregular	achene	panicle;corymb;head	adventitious;fibrous	1	0	0	0	1	0	0	0	perfect;unisexual;monoecious	occasional	F	F	H	0	UPL	UPL	2.6					2.6	N		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Symphyotrichum shortii				0	Aster shortii	Short's Aster						interesting comment in WI ATLAS	MCG	9/22/2015	Asteraceae																																	Y										F	F	H												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			#N/A	#N/A
Taenidia integerrima	Taenidia integerrima	Taenidia integerrima	taeint	taeint			Taenidia integerrima	Include	Taenidia integerrima	Include	1	"0, listed as prairie sp in ILPIN"	MCG	11/18/2015	Apiaceae	MOR		3.95	233	261				10.4	0.02	112.68	101.95	15.96	0.22	20.98	64	P	3				Vernal	May	5	July	3	C3	yellow	complete;regular	schizocarp	umbel	primary	0	1	0	0	0	0	0	0	perfect;unisexual;monoecious	occasional	F	F	H	0	UPL	UPL							Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Yellow	1	
Tephrosia virginiana	Tephrosia virginiana	Tephrosia virginiana	tepvir	tepvir		Goat's Rue			Tephrosia virginiana	Include		"N fix, sand specialist"	MCG	9/24/2015	Fabaceae																	P					Vernal	May		August	4	C3	red;yellow;violet	complete;irregular	legume	raceme	primary		Y							perfect	occasional	SS	SS	W	1	UPL	UPL	2.5			3.65		2.5	N	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	** SPLICE **		#N/A	#N/A
Teucrium canadense	Teucrium canadense	Teucrium canadense		0		American Germander	Teucrium canadense	Include	Teucrium canadense		1	"0, FACW, generalist, also found in prairies per ILPIN"	MCG	9/23/2015	Lamiaceae	UW		1.9052	291	320	2.27	46.86		318	0.4		61.58	8.84	0.23	3.57	7.2	P	3	chamaephytes	Unassisted	Biotic Unspecialized	Aestival	June	6	August	3	C3	red;violet	complete;irregular	nut	raceme	primary;adventitious;rhizomes	1	1	0	0	0	1	0	0			F	F	H	0	FACW	FACW	1.4	1.8	1.6			1.6	Y		1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	seq	Green	1	1
Thalictrum dasycarpum	Thalictrum dasycarpum	Thalictrum dasycarpum	thadas	thadas		Purple Meadow-Rue	Thalictrum dasycarpum	Include	Thalictrum dasycarpum	Include	1	0			Ranunculaceae	UW		1.9744	263	45	4.58	46.28	0.22	181	0.67		98.75	18.4	0.16	18.45	4.75	P	3	hemicryptophytes	Unassisted	Biotic Unspecialized	Aestival	June	6	July	2	C3	white	incomplete;no petals	achene	panicle;corymb	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect;unisexual;dioecious	occasional	F	F	H	0	FACW	FACW	7.5					7.5	Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Thalictrum revolutum	Thalictrum revolutum	Thalictrum revolutum	tharev	tharev		Waxy-Leaf Meadow-Rue	Thalictrum revolutum	Include		Include		0			Ranunculaceae	TRY		2.5953									120					P	3				Vernal	May	5	June	2	C3	white	incomplete;no petals	achene	panicle;corymb	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect;unisexual;dioecious	occasional	F	F	H	0	FAC	FAC							Y	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Red		
Thaspium trifoliatum	Thaspium trifoliatum	Thaspium trifoliatum	thatri	thatri		Meadow Parsnip		Include	Thaspium trifoliatum	Include		"0, listed as prairie sp in ILPIN"	MCG	11/18/2015	Apiaceae																	P	3				Vernal	April	4	June	3	C3	violet	complete;regular	schizocarp	umbel	primary	0	1	0	0	0	0	0	0	perfect	uncommon	F	F	H	0	UPL	UPL							N	Y																									seq	Yellow	1	
Thermopsis villosa	Thermopsis villosa	Thermopsis villosa		0	Thermopsis caroliniana				Thermopsis caroliniana			"N fix, north america"	"EE & RK, MG, MCG"	6/17/2015	Fabaceae																																	Y													1									N																												#N/A	#N/A
Toxicodendron radicans				0		Eastern Poison Ivy						"too big, excluding woody vines"	"AH, MCG"	9/25/2015	Anacardiaceae																																	Y														FAC																																				#N/A	#N/A
Tradescantia bracteata	Tradescantia bracteata	Tradescantia bracteata		0		Long-Bract Spiderwort			Tradescantia bracteata			IL Endangered	MCG	7/15/2015	Commelinaceae																	P					Vernal	May		August	4	C3	red;violet	complete;regular	capsule	dichasium	adventitious;fibrous	Y				Y				perfect	rare	F	F	H	0	FACU	FACU							N																											Have seed		
Tradescantia occidentalis	Tradescantia occidentalis	Tradescantia occidentalis	traocc	traocc		Prairie Spiderwort			Tradescantia occidentalis	Include		"0, non native to IL"	"MG, MCG"	6/17/2015	Commelinaceae			3.155		176.3	1.96																											Y										F	F	H	0	UPL	UPL							N		0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0			#N/A	#N/A
Tradescantia ohiensis	Tradescantia ohiensis	Tradescantia ohiensis	traohi	traohi		Bluejacket	Tradescantia ohiensis	Include	Tradescantia ohiensis	Include	1	"0, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Commelinaceae	UW		2.626	139.2	153.6	2.84	41.44	0.19	75.3	0.09	62.98	68.18	27.99	0.51	1.71		P	3	hemicryptophytes	Unassisted	Biotic Unspecialized	Vernal	April	4	July	4	C3	red;blue;violet	complete;regular	capsule	dichasium	adventitious;fibrous	1	0	0	0	1	0	0	0	perfect	common	F	F	H	0	FACU	FACU	75.5			78		75.5	Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	** SPLICE **	Green	1	1
Tridens flavus	Tridens flavus	Tridens flavus	trifla	trifla		Tall Redtop		Include	Tridens flavus	Include		"0, likes disturbance, prefers some shade and loam"	MCG	9/24/2015	Poaceae																	P	3				Aestival	June	6	September	4	C4		complete	grain	panicle	adventitious	1	0	0	0	0	0	0	0	perfect	common	G	G	H	0	UPL	UPL							N	N																										Yellow	1	
Triosteum perfoliatum	Triosteum perfoliatum	Triosteum perfoliatum	triper	triper		Feverwort		Include	Triosteum perfoliatum	Include		0			Caprifoliaceae	UW		51.92	269	292	2.41	45.48		29	0.48		72.08	20.46	0.17	7.9		P	3	hemicryptophytes	Internal animal	Biotic Unspecialized	Vernal	May	5	June	2	C3	yellow;green;violet	complete;irregular	drupe	other	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	UPL		1.6					1.6	Y																											Yellow	1	
Tripsacum dactyloides	Tripsacum dactyloides	Tripsacum dactyloides	tridac	tridac		Eastern Mock Grama		Include	Tripsacum dactyloides			"0, non native to MN, found in W to M prairies per IL wildf"	"MG, MCG"	9/24/2015	Poaceae																	P	3				Vernal	May	5	September	5	C4		complete	grain	panicle;spike	adventitious;rhizomes	1	0	0	0	0	1	0	0	unisexual;monoecious	occasional	G	G	H	0	FAC	FAC							N	N																										Yellow	1	
Valeriana ciliata	Valeriana ciliata	Valeriana ciliata	valcil	valcil	Valeriana edulis ciliata	Valerian	Valeriana ciliata					wetland specialist			Caprifoliaceae																	P					Vernal	May		June	2	C3	white	complete;regular	achene	dischasium	primary		Y							perfect;unisexual;monoecious	occasional	F	F	H	0	FACW	FACW							N																										** SPLICE **		#N/A	#N/A
Verbena hastata	Verbena hastata	Verbena hastata	verhas	verhas		Blue Vervain	Verbena hastata		Verbena hastata		1	"0, FACW, per PMN and Lady Bird Johnson, found in WM and mesic prairies"	MCG	9/23/2013	Verbenaceae	UW		0.2256	379.6	142.1	1.89	43.38		349.5	0.2	122.48	113.31	9.11	0.35	2.98	15.13	BP		hemicryptophytes	Internal animal	Biotic Unspecialized	Aestival	July		October	4	C3	red;blue;violet	complete;irregular	schizocarp	spike	primary		Y								common	F		H	0	FACW	FACW	1.2					1.2	Y		0	0	0	0	0	0	0	0	0	2	0	9	5	0	0	1	0	0	0	0	0	0	0	0	seq		#N/A	#N/A
Verbena stricta	Verbena stricta	Verbena stricta	verstr	verstr		Hoary Vervain	Verbena stricta	Include	Verbena stricta	Include	1	0			Verbenaceae	UW		0.7315	412.9	11.5	1.41	43.15	0.27	355.6	0.37	64.19	55.29	5.85	0.44	3.26	1.77	AP	2	hemicryptophytes	Internal animal	Biotic Unspecialized	Aestival	July	7	September	3	C3	red;blue;violet;white	complete;irregular	schizocarp	spike	primary	0	1	0	0	0	0	0	0		common	F	F	H	0	UPL	UPL	1					1	Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	seq	Green	1	1
Verbena urticifolia	Verbena urticifolia	Verbena urticifolia		0		White Vervain			Verbena urticifolia			woodland species	"EE, RK, MG, MCG"	6/17/2015	Verbenaceae			0.3845									150					AP										C3	white	complete;irregular	schizocarp	spike	primary		Y								common	F	F		0	FAC	FAC	1					1	Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq		#N/A	#N/A
Verbesina helianthoides	Verbesina helianthoides	Verbesina helianthoides		0					Verbesina helianthoides			north america	"MG, MCG"	6/17/2015	Asteraceae																	P											yellow	complete;incomplete;regular;irregular	achene	head		Y								perfect;unisexual;monoecious	common				0									N																												#N/A	#N/A
Vernonia altissima	Vernonia altissima	Vernonia altissima	veralt	veralt	Vernonia gigantea	Tall Ironweed		Include	Vernonia altissima	Include		"0, found in wide range of habitats per IL wildf"	MCG	9/24/2015	Asteraceae			0.8324														P	3				Aestival	July	7	September	3	C3	red;violet;white	complete;regular	achene	head	adventitious;fibrous;rhizomes	1	0	0	0	1	1	0	0	perfect	common	F	F	H	0	FAC	FAC							N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	genus	Green	1	1
Vernonia fasciculata	Vernonia fasciculata	Vernonia fasciculata	verfas	verfas		Prairie Ironweed	Vernonia fasciculata	Include	Vernonia fasciculata	Include	1	"0, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Asteraceae	MOR		1.4102	302.6					377.3		146.7	129.7		0.2		2.45	P	3				Aestival	July	7	August	2	C3	violet;white	complete;regular	achene	corymb;head		0	0	0	0	0	0	0	0	perfect	common	F	F	H	0	FACW	FACW							Y	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Vernonia missurica	Vernonia missurica	Vernonia missurica	vermis	vermis		Missouri Ironweed	Vernonia missurica	Include	Vernonia missurica	Include	1	0			Asteraceae			1.025									182.88					P	3				Aestival	July	7	September	3	C3	violet;white	complete;regular	achene	corymb;head		0	0	0	0	0	0	0	0	perfect	common	F	F	H	0	FAC	FAC							N	N	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	genus	Green	1	1
Vernonia noveboracensis	Vernonia noveboracensis	Vernonia noveboracensis		0		New York Ironweed			Vernonia noveboracensis			north america	"MG, MCG"	6/17/2015	Asteraceae			1.164									201.17																					Y										F	F		0	FACW	FACW							N		1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1			#N/A	#N/A
Veronicastrum virginicum	Veronicastrum virginicum	Veronicastrum virginicum	vervir	vervir		Culver's-Root	Veronicastrum virginicum	Include	Veronicastrum virginicum	Include	1	0			Scrophulariaceae	UW		0.7	356.5	111.4	1.58	46.88		378.2	0.23	101.6	86.41	8.9	0.28	1.85	2.13	P	3	hemicryptophytes	Unassisted	Biotic Unspecialized	Aestival	July	7	August	2	C3	red;violet;white	complete;irregular	capsule	spike	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	FAC	FAC	2.2			2.62		2.2	Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Vicia americana				0		American Vetch		Include				"0, new, N fix, per WI Atlas, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Fabaceae			13.5468	240	216	4.32		0.19				32.9					P	3				Aestival	July	7	August	2	C3	blue;violet	complete;irregular	legume	raceme	primary	0	1	0	0	0	0	0	0	perfect	occasional	V/F	V	H	1	FACU										1	1	1	1	1	1	1	1	1	2	1	10	9	2	1	2	0	0	0	0	0	0	0	1	seq	Red		
Viola cucullata	Viola cucullata	Viola cucullata	viocuc	viocuc		Marsh Blue Violet	Viola cucullata					wetland specialist	"EE & RK, MG, MCG"	6/17/2015	Violaceae	UW			177	511	2.68	41.51		127	0.55		13.63	4.51	0.19	4.17	82.51	P		hemicryptophytes	Launching	Biotic Unspecialized	Vernal	April		July	4	C3	blue;violet	complete;irregular	capsule	solitary	adventitious;rhizomes	Y					Y			perfect	occasional	F		H	0	OBL	OBL	2.8					2.8	Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq		#N/A	#N/A
Viola palmata	Viola palmata	Viola palmata	viopam	viopam		Three-Lobe Violet	Viola palmata					woodland species	"EE & RK, MG, MCG"	6/17/2015	Violaceae			2.49														P										C3	violet	complete;irregular	capsule	solitary	adventitious;rhizomes	Y					Y			perfect		F	F	H	0	FACU	FACU							Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	** SPLICE **		#N/A	#N/A
Viola pedata	Viola pedata	Viola pedata	viopedlin	viopedlin		Bird-Foot Violet		Include	Viola pedata	Include		0			Violaceae	UW		0.6466	269.7	137.7	2.29	42.65		145.2	0.04	16.38	14.51	3.25	0.39	2.9	87.17	P	3	hemicryptophytes	Ant/Launching	Biotic Unspecialized	Vernal	April	4	June	3	C3		complete;irregular	capsule	solitary	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect	occasional	F	F	H	0	UPL	UPL	2.2					2.2	N		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Viola pedatifida	Viola pedatifida	Viola pedatifida	viopeda	viopeda		Crow-Foot Violet	Viola pedatifida	Include	Viola pedatifida	Include	1	0			Violaceae	TRY				210.7	1.97											P	3		Launching		Vernal	May	5	June	2	C3	violet	complete;irregular	capsule	solitary	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect	occasional	F	F	H	0	FACU	FACU	3.2					3.2	Y	Y	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	** SPLICE **	Green	1	1
Viola sagittata	Viola sagittata	Viola sagittata	viosag	viosag		Arrow-Leaf Violet	Viola sagittata	Include		Include		"0, prefers sand but also found on D to WM prairies per WI Atlas"	MCG	9/24/2015	Violaceae	TRY		0.53		179.7	1.22											P	3		Launching		Vernal	March	3	June	3	C3	blue;violet	complete;irregular	capsule	solitary	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect	occasional	F	F	H	0	FAC	FAC							N	Y	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	** SPLICE **	Red		
Viola sororia	Viola sororia	Viola sororia	viosor	viosor		Hooded Blue Violet	Viola sororia	Include	Viola sororia	Include	1	0			Violaceae	UW		1.535	176	467	2.68	41.69	0.25	97	0.54		18.25	6.57	0.2	6.25	134.49	AP	2	hemicryptophytes	Launching	Biotic Unspecialized	Vernal	April	4	June	3	C3	blue;violet	complete;irregular	capsule	solitary	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect	common	F	F	H	0	FAC	FAC	3	3.1	3.1			3.1	Y		1	1	1	1	1	1	1	1	1	0	1	9	9	1	1	3	0	0	0	0	0	0	0	1	seq	Yellow	1	
Viola sororia var. missouriensis	Viola sororia	Viola sororia	viosor	viosor	Viola affinis	Hooded Blue Violet	Viola affinis					Wetland specialist	"EE & RK, MG, MCG"	6/17/2015	Violaceae																	P										C3	blue;violet	complete;irregular	capsule	solitary	adventitious;rhizomes	Y					Y			perfect	common				0	FAC	FAC							Y																										seq		#N/A	#N/A
Zigadenus elegans	Zigadenus elegans	Zigadenus elegans		0					Zigadenus elegans			"wetland specialist, IL Endangered"	"MG, MCG"	6/17/2015	Melanthiaceae																																														0									N																												#N/A	#N/A
Zizia aptera	Zizia aptera	Zizia aptera	zizapt	zizapt		Heart-Leaf Alexanders	Zizia aptera	Include	Zizia aptera	Include	1	0			Apiaceae	UW		2.2532	31.2	117.3	1.67	43.41	0.18	37.4	0.28	65.54	50.66	7.34	0.33	6.49	98	P	3	hemicryptophytes	Unassisted	Biotic Unspecialized	Vernal	May	5	June	2	C3	yellow	complete;regular	schizocarp	umbel	primary	0	1	0	0	0	0	0	0	perfect	uncommon	F	F	H	0	FACU	FACU	6					6	Y		0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Zizia aurea	Zizia aurea	Zizia aurea	zizaur	zizaur		Golden Alexanders	Zizia aurea	Include	Zizia aurea	Include	1	"0, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Apiaceae	MOR		2.2667	275.5	75.9				313.6	0.02	97.63	85.35	2.56	0.26	3.4	11.55	P	3				Vernal	April	4	July	4	C3	yellow	complete;regular	schizocarp	umbel	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	FAC	FAC							Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
